additional_id,comments,non_compliance,source,source_type,entry_date,alternative_source,link,log_type,targeted_pop_group
99,All taxis banned countrywide. Rail and public or private/public transport between wilayas has been suspended as well as public transport within urban centers.,Not available,International SOS,Other organisations,2020-03-26,,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,Introduction / extension of measures,No
100,Government implements lockdown and curfew in Blida and Algiers,Not available,Gardaworld,Other organisations,2020-04-03,,https://www.garda.com/crisis24/news-alerts/325896/algeria-government-implements-lockdown-and-curfew-in-blida-and-algiers-march-23-update-7,Introduction / extension of measures,Yes
101,all domestic flights ,,US Embassy Algeria,Government,2020-03-24,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
102,"Banned all types of gatherings (including all houses of worhsip) until April 5, 2020",,US embassy of Algeria,Government,2020-03-20,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
103,"Suspension of all non-cargo international air and maritime travel. Suspension of all International commercial flights (March 20, 2020) Domestic flight suspension (March 22nd, 2020).",,US embassy of Algeria,Government,2020-03-20,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
104,Programs to disinfect mass transit and public areas,,US embassy of Algeria,Government,2020-03-20,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
105,Quarantining known confirmed COVID-19 cases within its borders,,US Embassy of Algeria ,Government,2020-03-20,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
106,All land borders.,,US embassy of Algeria,Government,2020-03-20,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
107,All neighboring land countries ,,US Embassy Algeria,Government,2020-03-24,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
108,Algiers cancelled all routine nonimmigrant and immigrant visa appointments. We will resume routine visa services as soon as possible but are unable to provide a specific date at this time. ,Not applicable,US Embassy ,Government,2020-04-15,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
109,until 5th April,Not applicable,US Embassy ,Government,2020-03-14,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
110,Entry denied to people with symptoms,Not applicable,US Embassy ,Government,2020-03-14,,https://dz.usembassy.gov/covid-19-information/,Introduction / extension of measures,Yes
111,,Not applicable,qantara 13/03/2020,Media,2020-03-14,,https://en.qantara.de/content/coronavirus-in-the-islamic-world-the-challenges-of-covid-19,Introduction / extension of measures,No
112,,Not applicable,xinhuanet,Media,2020-03-14,,http://www.xinhuanet.com/english/2020-03/05/c_138844004.htm,Introduction / extension of measures,No
113,"The Covid-19 Multisectoral Response Commission in Lunda Norte started Sunday to distribute protective masks and blue soap to vulnerable families in rural communities, within the scope of the protection measures. ",Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/17/COVID-Commission-distributes-protective-masks-communities,b049457f-40f2-4709-86fe-d60713da40b9.html",Introduction / extension of measures,Yes
114,ISPT to teach through radio and social network ,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/educacao/2020/3/17/ISPT-teach-through-radio-and-social-network,5bc047b1-7af4-4537-9e8f-94d36c69dae2.html",Introduction / extension of measures,Yes
115,Angola receives two tons of medical supplies from China ,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Angola-receives-two-tons-medical-supplies-from-China,19c51568-6326-4568-8ba5-361c8d3e8c59.html",Introduction / extension of measures,Yes
116," At least 373 volunteer nurses are available to join combat covid-19 in eastern Lunda Sul province, according to the deputy coordinator of the Provincial Commission for Combat and Preventing the pandemic, Viegas de Almeida. ",Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Volunteer-nurses-step-fight-against-pandemic,5e55bdf4-f0ce-4014-9473-a5bcdbbab6c1.html",Introduction / extension of measures,Yes
117,"Over forty tons of preventive health equipment acquired from South Africa by the Angolan government arrived, adding to the other batches already received recently. ",Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/17/Covid-Government-gets-new-preventive-means,0f4f4d4b-358d-43f6-abc2-f64fd5c295aa.html",Introduction / extension of measures,No
118,Cuban doctors deployed in all municipalities ,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid19-Cuban-doctors-deployed-all-municipalities,bc65347b-f784-4d04-b8bb-c6f920ed24cc.html",Introduction / extension of measures,Yes
119,Minsa carries out quick testing trial ,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Minsa-carries-out-quick-testing-trial,53636304-f2d2-4846-b1c3-081e76deb6b8.html",Introduction / extension of measures,Yes
120,Government adjusts 2020 State Budget rules implementation ,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/politica/2020/3/16/Government-adjusts-2020-State-Budget-rules-implementation,03688cdc-38a9-4215-ae6c-c431f0b03e34.html",Introduction / extension of measures,No
121,"face masks in public and private health units becomes mandatory for all health technicians and other citizens who attend hospitals, in order to reduce the risk of infection and expansion of the new coronavirus (covid-19) in the country. ",Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Use-mask-becomes-mandatory,a665b68b-834b-4758-b3c5-b856a7854911.html",Introduction / extension of measures,Yes
122,"The donation from Ethiopian President and Jack Ma includes 10 ventilators, 18,900 swabs and means of viral transport, 18,912 extraction kits, 10,023 N95 type face masks, 10,800 face shields, 9,500 medical gloves, 3,700 disposable medical protective clothing and 36 laser thermometers.",Not applicable,ANGOP,Media,2020-04-20,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Angola-benefits-from-new-joint-donation,1959addb-8fce-4885-8d0e-9c9c79a0b16f.html",Introduction / extension of measures,Yes
123,"Government receives 5,000 quick tests ",Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Government-receives-000-quick-tests,c9902261-dfe6-4fa8-84c1-cda8c3165442.html",Introduction / extension of measures,No
124,Condon sanitaire back in place in Angola,Not applicable,ANGOP,Media,2020-04-14,,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Condon-sanitaire-back-place-Angola,5b18de29-91ee-47cd-ac02-be0ed5f3064b.html",Introduction / extension of measures,No
125,"The United Nations (UN) system in Angola will provide roughly 16 million US dollars to complement the country’s effort to combat covid-19, the UN's resident coordinator in Angola, Paolo Balladelli, said on Tuesday.",Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/politica/2020/3/16/grants-USD-million-fight-covid,f7233360-6bf2-470f-8704-9dfa8b45d5a9.html",Introduction / extension of measures,No
126,"Huila government offers foodstuff to needy people. We are in a moment of mobilization and we will start this week to distribute, because we try to avoid hunger in some families and hope that people will feel this social protection from the authorities"", the official said.
",Not applicable,ANGOP,Media,2020-04-21,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Vulnerable-citizens-receive-basic-food-baskets,9645b09e-45a9-4807-b2e3-4498fb8bbecf.html","https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Huila-government-offers-foodstuff-needy-people,512425d3-1a52-43fa-8f89-78258f7b674c.html",Introduction / extension of measures,Yes
127,Industrial tax payment deadlines extended ,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/economia/2020/3/16/Industrial-tax-payment-deadlines-extended,e48ea3d9-c4db-450e-aba6-b217a5860b8d.html",Introduction / extension of measures,Yes
128,Interior Ministry health technicians training upgraded ,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/COVID-Interior-Ministry-health-technicians-upgraded,d88afa50-5643-40d5-97a5-78bbe8a7ab1c.html",Introduction / extension of measures,Yes
129,Exceptional flights brought to a halt. The cordon had been lifted by the government on 11 April for three days to allow the return of people who were caught out of their areas of residence when the State of Emergency came into force on 27 March.,Not applicable,ANGOP,Media,2020-04-21,,"https://www.angop.ao/angola/en_us/noticias/saude/2020/3/16/Covid-Exceptional-flights-brought-halt,516b4141-cab7-46b5-ac20-5d311980f80f.html",Introduction / extension of measures,No
130,Cuban doctors train 1500 Angolans,Not applicable,ANGOP,Media,2020-04-14,,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/15/COVID-Cuban-doctors-train-1500-Angolans,b0cd92ed-6a46-47c9-abf8-07dec3aa4b90.html",Introduction / extension of measures,Yes
